Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HIFtarg	DPM_1A2A	speckleChangingPT2399	SigI	Normal	SigII	pIvsN	pIIvsN	pIvsII	SONdmso1	SONdmso2	SONpt2399-1	SONpt2399-2	RTTA_DPMfc	RTTA_DPMpadj	DPMup	RTTA_1A2A	RTTA_1A2Apadj	1A2Aup
ZNF394	279.169810214896	-0.18654134832946	0.187570772734903	-0.994511808047524	0.319973759611303	0.761789844424103	No	ns	No	3.4654	1.9867	2.6396	1.5746844015e-26	1.15123231894e-11	7.84616193856e-13	1351.71	1283.87	1192.55	1334.14	0.294593467137	0.168703366049	No	0.108052118808	0.612763797963	No
ZNF395	1663.86016099137	0.151464519794713	0.35837532340218	0.422642157269111	0.672556363649825	0.920482972485562	Yes	ns	No	56.2174	9.7844	70.04005	2.07653945561e-24	4.65268461807e-36	0.36992371271	281.843	281.621	199.092	163.389	1.07993956582	0.00723015119918	Yes	1.23140408562	0.00218451441125	Yes
ZNF396	24.0243888796696	0.0464677961837513	0.535160025707495	0.0868297218618296	0.930806862208803	0.988586998458357	No	ns	No	0.8164	1.38	0.9699	5.97937375391e-18	4.81242350757e-06	0.0022435603222	1.00102	1.00102	1.7796	1.89082	-0.516090488119	0.389287728732	No	-0.469622691936	0.428674305608	No
ZNF397	224.284525065461	0.149839171978075	0.223407745889549	0.670698195272758	0.502412812786395	0.860569649153945	No	ns	No	3.1229	2.9575	4.1123	0.0605811180177	3.29610858349e-10	2.68616272106e-09	1.00102	1.00102	1.00102	1.00102	-0.353415144542	0.159972580934	No	-0.203575972564	0.414718773257	No
NUDT22	473.489635841356	-0.261843217992216	0.217908575115925	-1.20161961434018	0.229510938538704	0.698935409307972	No	ns	Yes	6.2384	4.4299	3.4185	2.29569941316e-05	0.00581850926902	1.19810605502e-10	1486.3	1379.3	1325.02	1470.84	0.383531834669	0.118740764255	No	0.121688616676	0.620412204128	No
NUDT21	1633.98041692491	0.16461647632402	0.125286568998473	1.31391958164347	0.188873268270305	0.66094401438162	No	ns	No	12.0089	24.9399	18.9422	1.08409271302e-51	8.55881824197e-08	1.06000909414e-29	177.515	194.198	178.182	292.299	-0.0707486721407	0.615929382726	No	0.0938678041833	0.504205043852	No
SPIN4	219.39117768752	0.733253392037484	0.208518991170851	3.51648254156711	0.000437305417450696	0.138562464663899	No	1a2a	No	1.2806	1.5082	1.92715	0.315573754331	0.000215746556432	1.75941493836e-06	1.00102	1.00102	1.00102	1.00102	-0.276408353143	0.246971533533	No	0.456845038895	0.0509637333433	No
SPIN1	992.35704087226	0.151253167766437	0.280436054241844	0.539349935497235	0.589645418980163	0.895420548667604	No	ns	No	24.3965	35.98035	33.0631	4.18481127934e-26	0.0125408696021	3.21378567855e-19	29.697	170.174	84.8645	38.4837	-0.24235648577	0.440220861993	No	-0.0911033180039	0.771463459637	No
SPIN3	310.083770000508	0.451487485393566	0.256683620938893	1.75892596396343	0.0785900845001415	0.53009193598679	No	ns	No	0.7169	0.7119	0.752	0.35440230369	0.0316698325867	0.186813827326	1.00102	1.00102	1.00102	3.11429	-0.293566447624	0.310379770246	No	0.15792103777	0.58256617937	No
IFT52	380.197518975315	0.171621186891808	0.216277037684249	0.793524771420091	0.427472142777742	0.826408657477918	No	ns	No	12.8356	12.0504	12.4519	0.122740207227	0.563822052746	0.1402944732	491.168	427.325	401.632	374.16	-0.0812449157569	0.739265617537	No	0.0903762711349	0.709830074938	No
IFT57	631.793152022958	0.278532075500333	0.258885832400565	1.07588767186522	0.281977496095473	0.730503875015073	Yes	ns	No	13.1439	15.8121	12.3963	9.392542577e-05	4.79197341261e-09	0.273579111891	1.00102	1.00102	1.00102	3.78164	0.447280466888	0.125884917097	No	0.725812542388	0.0127870155473	Yes
DDAH1	406.79005945513	0.13515090184659	0.266671659551248	0.506806392827871	0.61229067035074	0.904045651658602	No	ns	Yes	32.7613	73.6321	40.84065	1.96911977782e-42	1.14694593847e-18	0.00013666388615	295.858	201.094	289.852	385.839	-0.0320304687962	0.914951994927	No	0.10312043305	0.730268298671	No
CRELD2	702.901177858634	-0.0827414645675309	0.339318763134213	-0.243845827455181	0.8073502262045	0.962385739645652	No	ns	Yes	7.251	3.61415	4.08345	2.16194809619e-16	0.210321279033	4.71132313602e-22	1269.41	1067.42	1084.11	1143.06	0.24778369412	0.514727469841	No	0.165042229552	0.664172063625	No
CRELD1	170.764822772698	-0.232590943383717	0.192094952565384	-1.21081236272749	0.225967325998884	0.695739551992198	No	ns	Yes	0.5644	0.4107	0.52845	3.46780488711e-06	0.000191405507574	0.00213039672869	487.387	471.593	389.064	496.396	-0.219082705024	0.310148231682	No	-0.451673648408	0.0358272944021	No
ARL4C	221.0643990744	0.0650709946197459	0.469179543777487	0.138691030934218	0.8896943058783	0.979863773746446	Yes	ns	No	20.6264	5.87665	17.6256	8.52376059373e-07	3.07370325576e-07	0.258313751362	263.825	462.584	287.071	336.01	0.391601570526	0.458063411473	No	0.456672565146	0.38624419407	No
GLE1	1748.06259665841	0.123947947296406	0.13132601944431	0.943818656964373	0.345262324939637	0.780391083552529	No	ns	No	9.7664	10.1967	10.7887	0.728989402538	0.0173882912444	0.0616362792962	1402.43	1403.88	1280.75	1540.13	0.0124152163432	0.933012766565	No	0.13636316364	0.354685587804	No
GALNT6	1608.63623617428	0.0585386865453738	0.405903444850841	0.144218255075133	0.88532812617179	0.97863007497677	No	ns	No	1.115	2.58395	1.0558	2.24958325081e-09	7.72954248054e-18	0.175129743766	355.697	314.988	264.826	238.243	-0.178184243913	0.694706418224	No	-0.119645557368	0.792085706124	No
GALNT7	1537.588318191	-0.161708975778306	0.231651432266407	-0.698070260978722	0.485133255223678	0.85281900789036	No	ns	No	2.3521	3.11735	2.97195	0.00118789465237	0.733063766202	0.00101018722065	1.00102	1.00102	1.00102	1.00102	0.299191819106	0.2492938945	No	0.137482843328	0.596395650284	No
GALNT1	1428.20925393322	-0.0563527081318485	0.188905160733581	-0.298312168460684	0.765464917779362	0.951278707592306	No	ns	No	15.0038	10.1268	18.1007	1.58047931727e-05	6.03469215617e-13	4.77989286068e-05	1.00102	1.00102	1.00102	1.00102	-0.0299064200091	0.887698142142	No	-0.0862591281409	0.683475308172	No
GALNT2	1070.99517911474	0.0951709292958864	0.311248822735473	0.305771210504372	0.759778849945548	0.949302615821354	No	ns	No	8.7487	6.7658	9.1928	0.000103898136469	0.000528335788988	0.0959309466321	178.961	153.156	127.686	183.187	0.124496332656	0.721087143169	No	0.219667261952	0.528457326273	No
GALNT3	941.362879570587	-0.360973786477815	0.176350299668466	-2.04691337160434	0.0406665909567513	0.477260228472986	No	dpm	No	0.8714	7.65145	1.0384	6.29886634738e-29	2.33502915619e-31	0.705538262289	1.00102	1.00102	1.00102	1.00102	0.315045375949	0.112183555823	No	-0.0459284105289	0.816886734099	No
DMWD	397.788292954756	0.100551318089685	0.189574255962662	0.530405975110298	0.595830484144746	0.897800391557143	No	ns	Yes	5.0715	3.9294	4.22965	2.75133601853e-10	0.567218963866	1.36010213777e-12	1399.65	1187.32	1195.67	1352.94	0.0560651164451	0.793951171744	No	0.156616434535	0.463468884395	No
KIF14	955.965302199861	0.604790597960319	0.244785626102761	2.47069489981585	0.0134850813938705	0.359321832423017	No	1a2a	No	0.2415	0.03535	0.2596	2.86939580807e-06	5.57696876049e-08	0.53395704017	279.73	235.908	191.418	303.199	-0.628854255236	0.021794179346	No	-0.0240636572759	0.929839169809	No
KIF15	455.797113503304	0.642878270615545	0.20482329988514	3.13869696941732	0.00169700840584449	0.1958995494637	Yes	1a2a	No	0.3581	0.1408	0.34055	0.000196478411821	5.40405234527e-07	0.172100192535	195.644	239.578	170.174	225.786	-0.140027935931	0.546347103093	No	0.502850334685	0.0288276490884	Yes
KIF11	1320.80103265861	0.485666596069127	0.203239158131298	2.38963101665366	0.0168653072672293	0.376399781496454	No	1a2a	No	1.5996	0.76805	1.64075	0.000113050554521	1.19908680619e-07	0.636210841808	278.062	236.353	260.711	203.319	-0.333534589234	0.143329923607	No	0.152132006835	0.503264852483	No
KIF12	116.402086544585	-1.7810500810182	0.801721189014862	-2.22153300352049	0.0263148819120469	0.423949415419207	No	dpm	No	36.8423	32.28365	21.71545	0.0137142593977	4.19119526383e-06	6.05211066554e-09	841.637	511.634	606.62	695.266	0.920915116874	0.304031523053	No	-0.860134964144	0.338561872937	No
PSEN2	233.010744667517	-0.325146532973884	0.283390797918761	-1.14734329894188	0.251239765431035	0.71227689026203	No	ns	Yes	0.0639	0.0339	0.0513	7.51614026565e-10	0.00136769688411	0.478844634786	347.688	296.08	200.427	243.916	0.203898683707	0.522889345377	No	-0.121247849267	0.703954939917	No
PSEN1	1336.82370881293	0.169729162513802	0.213184670190193	0.79616026031505	0.425938892369261	0.825367836719418	No	ns	No	7.5626	10.8559	9.74195	2.11645674744e-24	0.00377039387981	2.40619326591e-09	216.888	250.923	100.658	269.275	-0.0178937349442	0.940343810099	No	0.15183542757	0.524807893145	No
WDR26	1455.57313840448	0.237497240500317	0.198487130606624	1.19653722523203	0.231486980902085	0.699517841543745	No	ns	Yes	10.2253	11.0608	13.169	0.0652079094116	4.87272215476e-09	2.26283979699e-17	193.642	269.72	104.44	172.732	-0.176693034225	0.427183718936	No	0.0608042062758	0.784286341281	No
WDR27	172.941471216111	0.269118106632673	0.286351839140179	0.939816232508744	0.34731183099139	0.780761991313633	No	ns	No	0.8229	0.33135	0.74155	5.10796375317e-11	3.03788656032e-07	0.840379650012	182.186	197.758	146.149	239.356	0.0419629368319	0.897393058415	No	0.311081043465	0.335591569044	No
WDR24	457.137137989731	0.0316510314685921	0.145455610582305	0.21759924792095	0.827741370522717	0.966391091096304	No	ns	Yes	4.7789	2.5815	2.804	1.94254402056e-21	0.113214946841	7.01232495701e-25	2618.79	2381.77	2554.83	2710.66	0.116219832924	0.483208983015	No	0.147870864393	0.369465388515	No
WDR25	160.666808046631	-0.277860953106161	0.247600434439489	-1.12221512751048	0.261770982174724	0.717962026687754	No	ns	No	2.7754	2.65155	1.8542	0.255290735653	5.82543370094e-26	9.82233576077e-14	207.99	149.708	179.628	199.315	0.264286097771	0.347951687387	No	-0.0135748553349	0.96150712275	No
WDR20	669.002485354565	0.269477605745388	0.241026325535322	1.11804221031406	0.26354896605955	0.718487002545526	No	ns	No	2.583	4.04415	3.24175	5.77008800253e-26	1.53784639178e-06	4.24704438919e-06	387.284	300.084	288.851	421.653	-0.0410629676179	0.879522001602	No	0.228414638127	0.397872952864	No
NAGLU	576.798888701263	-0.332566995273341	0.314607523113985	-1.05708532326752	0.29047264882518	0.738300346927467	No	ns	No	17.5955	17.31175	11.06135	0.281349775607	2.49814665777e-08	5.41861032998e-08	1182.54	991.902	1070.09	1183.99	0.200824069508	0.569014105011	No	-0.131742925766	0.708689524909	No
IGF2BP2	82.2455293110134	-1.22250339572511	0.802520765493902	-1.5233292997381	0.127676340329032	0.600253604991537	Yes	ns	No	0.4443	3.0712	0.305	0.312102684814	1.99641025849e-09	0.0189523747438	275.615	277.617	173.955	345.909	0.070407665143	0.937278095531	No	-1.15209573058	0.199470648614	No
KIF1A	141.127208428005	0.325468775366303	0.680994940111516	0.477931268201502	0.632699125464989	0.911885639861409	No	ns	No	0.0054	0.0982	0.00305	0.301220316699	0.95184298822	0.499065470868	642.211	593.161	538.661	594.83	-0.125376702385	0.869630281504	No	0.200092072982	0.79296528782	No
KIF1B	723.007105035355	0.312694237182579	0.273718708833263	1.14239263554709	0.253290851043853	0.712403656028942	No	ns	Yes	3.6234	6.7434	6.2546	3.53272517611e-47	0.237042217456	5.64097625358e-51	621.079	624.749	541.776	497.397	-0.354243252815	0.248015248609	No	-0.0415490156324	0.892002448075	No
KIF1C	2989.52702870666	-0.294254363354954	0.172511252886818	-1.70571112568529	0.0880618771863274	0.546690365341519	Yes	ns	Yes	16.0713	30.66845	15.89665	5.83601707678e-41	1.71656339802e-42	0.280776240577	1238.04	1024.82	1136.61	1180.32	0.423481039452	0.0284965643299	Yes	0.129226676097	0.50383895359	No
CD109	300.922867640479	0.158483782072135	0.359963688540878	0.440277136603842	0.65973639789838	0.918176487140366	Yes	ns	No	6.3049	4.82205	13.4488	0.000142812191362	6.23744739362e-15	4.16735347765e-12	6.22858	54.3889	9.67655	10.1214	1.03443070178	0.0113863224722	Yes	1.19291448385	0.00346081067089	Yes
ZFP36	200.610028438325	-0.170517670308531	0.238010896376728	-0.716427999324168	0.473727111230875	0.849033851039088	Yes	ns	Yes	177.9368	138.7878	146.56895	0.064640305873	0.748595053371	0.0644973304777	1386.53	1195.11	1150.51	1261.29	-1.02102522478	0.000100958032626	No	-1.19154289509	5.30068407977e-06	No
ZFP30	115.309329076522	0.548855065725158	0.291831746983459	1.88072432625456	0.0600094287651832	0.505966146082495	No	ns	No	1.2087	1.365	1.77145	0.428887909636	1.11001994205e-07	6.94239018973e-13	296.97	258.597	202.095	267.94	-0.336753154101	0.309855171889	No	0.212101911624	0.51606349055	No
SPIRE1	979.42683212595	0.0177657332358213	0.208760563337773	0.085101002563767	0.932181093269665	0.98868710938704	No	ns	No	4.9786	6.75235	12.02655	0.00450175593799	3.7106404018e-12	1.02223980061e-25	121.68	110.001	93.9849	158.273	-0.293715680259	0.208991428069	No	-0.275949947024	0.23715619617	No
DKK1	1622.69934667794	0.312392536336338	0.251018360573486	1.24450074338241	0.213315325938884	0.685766615542355	No	ns	No	0.2586	0.2065	0.25835	0.45848164301	0.5262873202	0.427402404812	1.00102	1.00102	1.00102	1.00102	-0.13806552951	0.62351816375	No	0.174327006827	0.534837579499	No
LOXL1	618.756434649757	-0.42703646950073	0.808027705957066	-0.52849236028971	0.597157648173707	0.898469151687947	No	ns	No	3.8783	3.38765	1.49735	0.0544027216073	4.92132148738e-11	6.1496173558e-05	425.323	396.85	348.356	513.636	0.874443106812	0.333560452296	No	0.447406637311	0.620790662683	No
LOXL2	1065.7278282028	0.663847558744974	0.684623807700904	0.969653043434612	0.332219463569152	0.76990974967012	Yes	ns	No	17.2495	1.7153	12.85965	0.00016709371243	3.70256446378e-11	0.0238749718062	267.273	235.351	129.354	219.224	3.49729310079	6.08874481706e-06	Yes	4.16114065953	7.31420569227e-08	Yes
LOXL3	93.9568922869923	0.412908478471941	0.506190648485478	0.815717318578213	0.414661831468187	0.819305808516215	No	ns	Yes	1.435	0.4763	1.48305	0.0586138539016	6.79808397674e-16	0.300481592315	823.841	707.389	685.478	764.225	0.473689638998	0.410739186211	No	0.88659811747	0.12189743928	No
VIPR2	22.3371941521927	0.883976131687028	0.796332175314926	1.11005954435715	0.266973368697963	0.72181892594044	No	ns	No	0.0832	0.2029	0.0729	1.49629873393e-06	0.72240091356	0.0835883825538	35.5919	131.801	79.7481	53.1654	0.210864812911	0.817245931419	No	1.0948409446	0.225171584984	No
VIPR1	103.589995459014	-0.0872127894919093	0.594155929993658	-0.146784345807741	0.883302241075402	0.97765398191458	No	ns	No	0.2056	0.31485	0.25475	0.497661404821	0.326665826595	0.0833406981911	205.098	76.745	83.1961	63.9542	-1.03426751716	0.117892156759	No	-1.12148030665	0.0894253867184	No
DIRC2	302.599671706046	-0.036318404198027	0.324492354533754	-0.111923759344688	0.910883857731727	0.983396602626907	No	ns	Yes	3.8415	7.5753	5.0151	1.26790360661e-10	2.31583237098e-11	0.0139987695243	1.00102	22.8011	63.6205	12.7908	-0.257022434051	0.479648713561	No	-0.293340838249	0.418985551882	No
FAM207A	548.689954773419	-0.423979407556067	0.263870825372751	-1.60676879286348	0.108105096406869	0.578728101987811	Yes	ns	No	11.0658	5.13935	5.5808	7.42433275034e-08	0.117624767477	1.52226396356e-09	1158.52	902.255	1057.52	1055.74	0.599948910093	0.0432982268906	Yes	0.175969502537	0.553486594199	No
CNTRL	220.29982747063	0.347313036327417	0.197530671335143	1.75827396312618	0.078700905647262	0.530295271404302	No	ns	No	1.661	1.28125	2.1299	0.000227598697014	1.27161741353e-11	8.92094173145e-05	113.894	36.2593	27.2501	34.8133	-0.432028583208	0.0530727555424	No	-0.0847155468807	0.700389332359	No
CACNG4	1797.68322347585	0.473358614653748	0.321553165177842	1.47210062258895	0.140993707414457	0.615336652659733	No	ns	No	0.035	0.14785	0.01935	0.243880711862	0.000116384231286	0.0117019525576	262.268	211.549	267.273	206.433	-0.378334933732	0.293029047099	No	0.095023680922	0.791533183836	No
RANBP10	625.270467055329	0.0702692609597447	0.171640618649375	0.409397621103252	0.682247885155854	0.924041076082175	No	ns	Yes	5.5563	5.1828	6.3524	0.00150758251704	1.84824802279e-06	0.173585662807	1305.56	1150.62	1035.28	1377.18	0.0805625375206	0.677756553188	No	0.15083179848	0.434932993369	No
RANBP17	226.593734659631	0.00235320263939022	0.193223184099689	0.012178676437586	0.990283062302989	0.998673090006083	No	ns	No	0.1847	0.17875	0.15745	0.00697361909946	0.0646810555914	0.640843008063	1.00102	1.00102	1.00102	1.00102	-0.144242723505	0.509609079771	No	-0.141889520865	0.513623116395	No
SELENBP1	687.66664352353	-0.412634657779651	0.372789391973922	-1.10688411919328	0.268344032810124	0.722933063956377	No	ns	Yes	12.002	39.3122	8.91905	7.5616852395e-30	5.78833020948e-41	0.000118530448736	817.057	737.865	618.632	663.233	-0.675027059617	0.10488179099	No	-1.0876617174	0.00898682009949	No
NSFL1C	829.793391729137	-0.0575471640288553	0.177037237092517	-0.325056835352565	0.745138056841599	0.944870888019467	No	ns	No	16.7368	12.18985	13.1641	2.38276372988e-18	0.123245997846	3.32748232174e-19	289.184	271.722	249.477	404.747	0.0611884222914	0.758606983835	No	0.00364125826257	0.985383230637	No
LAS1L	1187.43985166693	-0.0580581665878224	0.160486184546855	-0.361764264953735	0.71752819839011	0.935400280029459	No	ns	No	4.3723	3.0921	3.5067	1.5205167077e-10	7.90668268012e-05	3.13092351224e-08	31.3654	98.8788	97.5441	38.8174	0.192858213045	0.285530239572	No	0.134800046457	0.454712118735	No
ZNF770	763.06639740322	0.247874178323783	0.22370884345474	1.10802136605714	0.267852588582285	0.722196821940201	Yes	ns	No	3.1759	10.04445	10.11405	2.58825549781e-65	0.052591957679	1.81785100661e-64	3.22552	55.7236	87.8675	5.45001	0.348146792494	0.167621378883	No	0.596020970817	0.017881394534	Yes
SLC25A22	585.76924836453	-0.235541647409043	0.317175315949143	-0.742622882566342	0.457710030732767	0.841865268607622	No	ns	Yes	4.8218	3.54025	2.6574	1.0781228726e-09	1.27877393888e-06	1.36788157614e-21	1914.96	1840.99	1809.96	2007.61	0.593022335531	0.0961156521825	No	0.357480688122	0.315691404912	No
SLC25A23	557.08651173804	0.291219012552567	0.15886265140308	1.83314964203676	0.0667803203949451	0.511676499248965	No	ns	Yes	25.3184	29.69305	22.45325	0.01750846455	5.04793636856e-09	0.00394969087726	1448.92	1212.02	1274.41	1241.82	0.0505189123385	0.77959321085	No	0.341737924891	0.0565557046946	No
SLC25A20	101.822379640877	-0.232383262617891	0.24707292476926	-0.940545237139654	0.346937956998919	0.780761991313633	No	ns	Yes	11.8023	17.4832	9.90095	1.80825669208e-17	1.00338477699e-28	1.73908047196e-05	845.308	800.595	723.85	715.064	-0.120502629337	0.665622778471	No	-0.352885891955	0.20428699451	No
SLC25A21	32.9657677734357	0.640107300764638	0.508083036744279	1.25984780926037	0.207724269148181	0.680897854016941	No	ns	No	0.1224	0.2763	0.2091	1.50565886444e-05	0.000554928906924	0.0283566637515	1.00102	4.00409	1.00102	1.00102	-0.403031001275	0.486756869526	No	0.23707629949	0.676045122623	No
SLC25A26	220.943758503819	-0.302598222184277	0.265672378327516	-1.13899015053511	0.25470726233945	0.712403656028942	No	ns	No	2.9117	4.28635	2.44715	0.00716555067268	6.01719036015e-22	0.000189773962809	1.00102	1.00102	10.3439	15.9051	0.149214181601	0.618430445943	No	-0.153384040584	0.608481016815	No
SLC25A25	556.05958266224	0.056652300136501	0.202886558515166	0.279231411637682	0.780067238948576	0.956615623232932	No	ns	Yes	2.233	10.793	3.55615	6.21679856807e-25	2.8807882139e-19	0.00450699883554	1887.48	1567.6	1431.8	1693.4	-0.188924809064	0.407123965026	No	-0.132272508928	0.560468795231	No
SLC25A28	265.179101758746	-0.152286561933484	0.214412569112599	-0.710250161936686	0.477549019394845	0.849377486750271	No	ns	No	28.4452	14.00585	16.6012	7.49932383742e-26	0.000644540116315	1.17771963398e-29	98.6563	67.7358	128.02	61.8409	0.529850906659	0.0308352823553	Yes	0.377564344726	0.123024077114	No
SLC25A29	744.41099097468	0.020533883388642	0.395428976104883	0.0519281201668833	0.958585967844253	0.993317383314607	No	ns	No	2.8368	4.29075	2.17025	0.174573423821	1.50442084078e-14	0.00298279565894	179.85	220.114	230.68	303.087	-0.559266125515	0.205868519665	No	-0.538732242127	0.222733005399	No
ZNF771	112.912473862163	0.0567107322247273	0.334495464442644	0.169541109680581	0.865371039512785	0.974337110977955	No	ns	Yes	0.9468	0.69895	0.4671	3.57143717548e-05	1.01967131303e-08	1.18274554451e-14	1298.21	1249.28	1203.23	1337.92	0.0729204707415	0.847365960062	No	0.129631202966	0.731045404707	No
COPB1	2416.32373638131	-0.0135963041449383	0.17228600908543	-0.0789170532019022	0.937098599051461	0.990504081149385	No	ns	No	26.4696	30.90075	31.0615	0.0131654960839	0.033173533488	5.09239917687e-06	1.7796	24.9143	1.00102	11.5674	-0.138370373938	0.473185581539	No	-0.151966678083	0.430466615792	No
COPB2	3316.69637785786	0.130097495176114	0.153467879250206	0.847718075024739	0.396594997637559	0.811427930870342	Yes	ns	No	8.5863	9.8161	9.4757	0.0770215685936	0.710726566342	0.0274878009791	1.00102	1.00102	1.00102	38.0389	-0.329321258476	0.0552073927287	No	-0.1992237633	0.245605206749	No
KDELC1	180.317145102874	0.0822438105298783	0.339582803905358	0.24219073988446	0.808632369999904	0.962805408651222	No	ns	No	7.6113	3.4115	6.6047	1.66050242292e-06	2.90479810507e-14	0.082544576521	1.00102	1.00102	1.00102	1.00102	0.0828568894945	0.829015435501	No	0.165100700024	0.665789586133	No
KDELC2	307.38521404881	0.0993762224008518	0.334453415760535	0.297130236134303	0.766367081110212	0.951568265132499	No	ns	No	15.952	11.0449	22.67075	9.07079484991e-10	6.04740129634e-23	5.63809996536e-14	56.6134	11.4561	131.356	39.0399	0.125730467329	0.7381614058	No	0.22510668973	0.548723035131	No
MKS1	384.998129282431	-0.0498494272352749	0.172035809134885	-0.28976192506637	0.771998378150148	0.954485481628752	No	ns	No	1.6912	1.24445	1.22375	1.58360360099e-10	0.166669187268	7.25200804724e-17	270.61	260.266	253.926	243.248	0.0662621729597	0.734048557286	No	0.0164127457245	0.932650520344	No
GLB1L	36.8686181208176	0.436063291238434	0.363580243062965	1.1993591498945	0.230388324458611	0.699437750147738	No	ns	Yes	18.713	6.6746	14.44635	7.38642366916e-14	9.57574150469e-11	0.0040058854295	1233.59	1118.7	1057.41	1055.3	-0.662009259625	0.107008193016	No	-0.225945968387	0.570558972559	No
PSTPIP2	71.0755133149948	-0.0201872029955903	0.311822886214771	-0.064739324430748	0.948381552111329	0.9920710805749	No	ns	No	2.384	1.17705	2.466	1.19678080318e-11	8.31409137898e-10	0.371723102143	125.35	76.5226	48.6052	54.3889	-0.312832533536	0.373420892045	No	-0.333019736532	0.339123884451	No
POFUT2	399.962597969906	0.120622389780449	0.232038939407497	0.519836843283518	0.603177297705758	0.899236657422059	No	ns	Yes	5.9434	3.43015	5.03745	5.1402457584e-09	2.1721948091e-10	0.000757375635035	1200.34	1045.85	889.241	1049.85	-0.410454791194	0.114581855073	No	-0.289832401414	0.263378159915	No
POFUT1	612.756141556814	0.198863257135987	0.185334482323093	1.07299653385229	0.283272671308529	0.73138341441495	No	ns	Yes	12.8898	15.0373	14.65385	0.161399231397	0.331108809443	0.0204529773647	651.443	625.528	498.064	526.315	0.14104296127	0.500966621324	No	0.339906218406	0.103425317387	No
SNX17	1862.82994217683	-0.330106030120718	0.155200522440654	-2.12696468368491	0.0334230176629681	0.450857255057941	Yes	dpm	No	42.3256	34.3311	32.8471	1.5536410178e-08	0.000709469840951	1.02567883833e-18	1295.77	1363.95	1127.15	1310.45	0.358988771798	0.0393650248076	Yes	0.0288827416774	0.868332841718	No
SNX16	206.186086140582	0.142523151562281	0.350546150360254	0.406574573464324	0.684320475226919	0.924324250959504	No	ns	No	2.5392	2.5773	2.7653	0.507618046463	0.0449196026896	0.0645597078686	1.00102	1.00102	1.00102	1.00102	-0.434157629303	0.269123775343	No	-0.291634477741	0.456224928104	No
SNX14	1284.03383399487	-0.0612463676068738	0.165410337913446	-0.370269285338877	0.711181856795772	0.933860133825753	No	ns	No	7.3236	9.53105	8.1076	9.46655442379e-10	0.00949212825464	0.00230281742688	18.797	7.45205	20.1317	19.2419	-0.123588744926	0.50521233397	No	-0.184835112533	0.318313978801	No
SNX13	506.480776866099	0.058484219497876	0.233188347698439	0.250802495386726	0.801966812190189	0.960487228146608	No	ns	No	2.7807	4.50615	4.73295	7.8167867324e-13	0.0140869228082	3.1835835801e-10	1.00102	1.00102	1.00102	1.00102	-0.264820038201	0.311309175257	No	-0.206335818703	0.428967933572	No
SNX12	1135.89670443445	0.00180202682459543	0.156481945910338	0.0115158768898999	0.99081186270734	0.998728830699818	No	ns	No	23.4889	32.483	25.1499	2.31408690579e-12	1.94527877448e-22	0.847504249551	143.369	163.723	108.333	159.274	0.0589738244893	0.737658403872	No	0.0607758513139	0.729399341469	No
SNX11	473.659793898925	-0.147979865637405	0.233948672639929	-0.63253133248232	0.527039741210265	0.869469108264723	No	ns	Yes	7.9038	7.6777	6.38185	0.629966486309	3.87857197315e-16	2.56612423622e-11	1047.74	845.419	698.157	829.403	0.134271085273	0.609871518048	No	-0.0137087803647	0.958401311597	No
SNX10	288.724397477032	0.0155440460051651	0.322602381644007	0.04818329587634	0.96157016268391	0.993684476431482	No	ns	No	30.0014	11.6866	23.02055	1.85224313663e-17	0.000251310161069	0.494247621639	226.898	234.239	273.279	305.201	0.0270721024609	0.940520860297	No	0.042616148466	0.906296464269	No
SNX19	859.54843907711	0.127568591973395	0.195789179841888	0.651560990635001	0.514684419729989	0.86565581371247	No	ns	No	4.1131	8.82245	5.831	1.28084651083e-60	1.83163129103e-15	3.22740326492e-21	35.3695	43.3776	31.9215	73.0746	-0.0541234452293	0.805665029745	No	0.0734451467441	0.737885645086	No
ICAM5	23.6950848918549	-0.924133948848944	0.513951484912367	-1.79809568797436	0.0721618454540868	0.514541527501002	No	ns	No	0.0879	0.1141	0.0558	0.251906796824	0.332917506415	0.0322704404105	1718.87	1481.29	1535.35	1825.2	-0.238814582993	0.669936831634	No	-1.16294853184	0.0420160148132	No
R3HCC1	401.226743359665	0.0310152229647976	0.321547550067458	0.0964561009974756	0.923158337629567	0.986055208380128	No	ns	No	17.104	13.05275	13.26705	4.65489252749e-10	0.52702386263	1.99761773434e-13	356.698	253.036	230.013	298.527	0.651449930038	0.0726176237863	No	0.682465153003	0.0596737616341	No
ICAM1	84.2285871167467	-1.27904195281349	0.70088555641669	-1.824894151554	0.0680170039570451	0.511676499248965	Yes	ns	No	23.5495	8.85955	22.439	9.24833777998e-12	1.73832038145e-10	0.588038949341	1701.63	1472.28	1542.46	1732.66	-0.153737035752	0.843591575296	No	-1.43277898857	0.0673172389924	No
CTDSP1	2099.52152994625	0.0934745563197742	0.222823405667803	0.419500617718459	0.674850303355515	0.920943404439512	Yes	ns	Yes	60.7259	38.35615	41.3467	7.79191662531e-20	0.997708775766	2.07478274701e-23	866.552	816.167	657.672	780.13	0.503552941835	0.0439343160025	Yes	0.597027498154	0.0168396559363	Yes
