Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HIFtarg	DPM_1A2A	speckleChangingPT2399	SigI	Normal	SigII	pIvsN	pIIvsN	pIvsII	SONdmso1	SONdmso2	SONpt2399-1	SONpt2399-2	RTTA_DPMfc	RTTA_DPMpadj	DPMup	RTTA_1A2A	RTTA_1A2Apadj	1A2Aup
ULK1	948.840957945617	-0.293824367680949	0.377047937664877	-0.77927589128495	0.435817213195667	0.829449464673786	No	ns	Yes	10.2557	6.63485	7.63205	5.0764168696e-11	0.000494976472374	7.09783673518e-06	1210.57	1124.37	1018.26	1068.09	-0.459026874873	0.276056226254	No	-0.752851242554	0.0740077573277	No
ULK4	55.3878173739538	0.264154505481246	0.290631743020335	0.908897640485071	0.36340415940152	0.790293476400892	No	ns	No	0.7672	1.0744	0.69075	0.000115460084167	0.13577726583	0.389867241651	8.78675	98.4339	56.6134	41.3756	0.0546849499001	0.872328172045	No	0.318839455381	0.339009548674	No
ZFPL1	477.827034958187	-0.0734547369489637	0.165452668107994	-0.443962238801844	0.657069885123916	0.917774733818841	No	ns	Yes	0.9595	0.89415	0.7182	0.0507375151824	2.35449067174e-05	6.71018840035e-09	1412.33	1251.28	1348.27	1522.67	-0.216069269111	0.245223695264	No	-0.28952400606	0.118175134949	No
MYNN	576.28283267815	0.167139749013942	0.149231557940424	1.12000270801077	0.262712608100122	0.718487002545526	No	ns	No	3.337	3.0776	3.696	0.0218862061702	2.43774699854e-05	0.06118497002	1.00102	1.00102	1.00102	1.00102	-0.0275254412384	0.87083181886	No	0.139614307776	0.406300545625	No
RNLS	79.2919612651174	-0.2283929796717	0.454874000114444	-0.502101636088757	0.615596029389694	0.905173585476239	No	ns	No	4.2549	5.70205	3.9263	0.498363919185	0.0813119842436	0.0436680007341	1.00102	1.00102	1.00102	1.00102	-0.275818526795	0.588072124546	No	-0.504211506467	0.321470372122	No
UBL5	873.540878258419	-0.447585194519021	0.176881459993872	-2.53042458228538	0.0113924573735987	0.338139341384827	No	dpm	No	69.0157	50.2933	31.0784	0.00169764696806	7.38404164983e-19	9.10872524581e-12	1063.64	908.039	917.604	933.954	0.110838559019	0.576283447093	No	-0.3367466355	0.0897436010585	No
UBL7	467.127962110815	-0.0318596832892041	0.260935755323813	-0.122097806219264	0.902821559264611	0.982008249332645	No	ns	No	26.2123	22.68485	16.06285	7.41619877487e-05	1.3229390589e-22	5.7388150687e-35	545.001	520.532	544.779	686.813	0.0883802158321	0.763202015128	No	0.0565205325429	0.846966504426	No
UBL3	3277.02811505277	0.868052846576901	0.577054486564213	1.50428229359292	0.132508696203573	0.604472898402899	No	ns	No	12.6345	29.1799	19.6463	6.67698983099e-07	0.627957985618	0.000179996160473	33.2562	2.89184	54.945	2.22449	0.0605535727827	0.925248749041	No	0.92860641936	0.150125869329	No
STK10	855.396550988298	-0.194744351035009	0.183562492543448	-1.06091581311969	0.288728162201928	0.736413390709386	Yes	ns	No	6.923	2.8676	7.99875	3.89277479309e-26	1.791289459e-27	0.0178931674036	187.636	282.844	262.824	308.426	0.0995064398893	0.629428672428	No	-0.0952379111457	0.643913087569	No
STK11	1020.68633507517	-0.162910091143736	0.176599795312131	-0.922481766503754	0.356277336811936	0.786172899378206	Yes	ns	Yes	7.5052	5.1161	4.85445	6.51808151097e-22	0.591182924356	3.3550632614e-29	2308.25	1985.92	2027.18	2292.9	0.406027457061	0.041265889927	Yes	0.243117365918	0.221302392696	No
GRB14	229.13182737343	0.346246334963093	0.325575774572707	1.0634892458369	0.28756013955789	0.734849857397403	No	ns	No	2.4166	11.847	2.48365	3.15930639007e-05	0.0021331438319	0.469190322479	1.00102	1.00102	1.00102	1.00102	-0.209082828092	0.568582282066	No	0.137163506871	0.706889992324	No
HSD17B12	367.54968347428	-0.284545569306446	0.233807196578865	-1.21700945680885	0.223600617804008	0.693509908768009	No	ns	No	3.7165	9.77525	5.78265	4.23838124347e-47	4.52986659018e-15	1.89924007868e-11	2.55817	81.3053	1.00102	2.00204	0.256318190769	0.330600124208	No	-0.028227378537	0.914636061141	No
HSD17B11	230.181835121664	0.790052517223247	0.411786935103056	1.91859539454675	0.0550355589026554	0.497392852865044	No	ns	No	26.1143	20.17315	28.5558	0.000655871200759	9.28831605695e-05	0.128829898664	21.8	10.2327	14.0143	1.00102	-0.765436083211	0.0971695944996	No	0.0246164340121	0.957230987595	No
GPR19	29.9349589856127	-0.0959724997219136	0.582665109293262	-0.164712968377878	0.869169909116426	0.974689710708212	No	ns	No	0.27	0.04765	0.16995	7.75449489574e-17	2.96949647759e-19	1.23546043957e-08	225.23	189.861	181.074	91.5379	0.409977692722	0.540946623592	No	0.314005193	0.63818038756	No
ARNTL	112.626509185989	-0.00198669331135265	0.290131853812691	-0.0068475532253527	0.994536485698689	0.999035228812049	No	ns	Yes	2.2226	1.71485	2.4927	0.00541997656649	8.56836063332e-06	0.00786965587163	82.64	69.7379	69.4042	98.1002	-0.192736130177	0.555999439078	No	-0.194722823488	0.54960143091	No
PCYOX1L	301.614771823765	0.082770111629228	0.386608781719448	0.214092683723083	0.830474781073486	0.966594505418752	No	ns	No	2.2353	1.57855	1.88125	1.66014642351e-07	1.411642261e-05	4.9913416531e-05	185.745	326.445	318.881	284.846	0.0577558581887	0.894196495491	No	0.140525969818	0.745820518851	No
HEATR5A	565.501077377194	0.337439086030149	0.273659914099256	1.23305997204896	0.217553390032963	0.68971947965467	No	ns	No	1.0979	2.4322	1.75175	3.27935349223e-50	2.20548276259e-09	2.99728757542e-21	10.2327	53.1654	6.78471	1.00102	-0.543983433678	0.0758751940174	No	-0.206544347648	0.499055956083	No
HEATR5B	725.157234566795	0.150146073870986	0.213948539604673	0.701785925477318	0.482812677398332	0.85136644583827	No	ns	No	4.6637	5.32245	7.48735	1.00052655035e-05	1.72066040073e-17	1.05672793735e-38	38.8174	68.9593	1.00102	1.00102	0.00416552640031	0.986185691385	No	0.154311600271	0.520206539025	No
ARNT2	665.812719565856	-0.808738008366075	0.406473744119936	-1.98964390705503	0.04663017581839	0.490250838547667	Yes	dpm	No	2.7631	15.8173	4.32795	3.57034400578e-45	9.1290569491e-13	0.000238226238395	10.7888	23.8021	26.8052	1.00102	1.04751804509	0.0215192761513	Yes	0.238780036722	0.600495666869	No
ZNRF1	1052.62882662197	-0.477510235079343	0.245102401233003	-1.94820708682248	0.0513901891922385	0.495055218466797	No	ns	No	1.6857	1.6193	1.18755	0.0610427424323	1.57130535863e-13	1.40630780156e-12	331.227	341.015	166.837	354.807	-0.0190376867992	0.94464727311	No	-0.496547921879	0.0702605935055	No
ZNRF3	213.396623948286	0.235786647537029	0.168081174019526	1.40281413973011	0.160672269427823	0.637591190794364	No	ns	No	3.1402	9.6375	5.40085	4.16978692719e-58	2.37940503788e-19	4.80573374571e-15	345.909	398.629	298.861	386.283	0.0385413681284	0.843041399182	No	0.274328015665	0.152309983979	No
ZNRF2	302.015312446273	-0.0555484124402599	0.294793985839806	-0.188431294763406	0.85053856939413	0.970369385769136	No	ns	No	5.6569	7.8892	5.8897	1.4234305543e-07	0.135445914006	0.0315342891074	152.378	60.395	115.118	96.6543	0.0832440585182	0.801868230992	No	0.027695646078	0.933340555862	No
MYBBP1A	1620.50119949922	0.0360312120123449	0.183924658482119	0.195902019390445	0.844686856650414	0.968875271957786	Yes	ns	No	8.5586	5.06615	6.25455	1.73938199995e-14	3.21484556406e-05	2.17514062634e-11	1225.81	1198.67	1140.05	1448.26	0.684080971736	0.000961663739773	Yes	0.720112183749	0.00050320045277	Yes
FLNA	43291.5035067614	0.644580477627119	0.285938120613559	2.25426563007406	0.0241794621758653	0.408633511747227	Yes	1a2a	Yes	97.556	65.70245	105.1909	0.00103720831812	0.000604411437038	0.834686259782	1945.32	1981.47	2068.56	2454.4	0.0729221656686	0.819580965099	No	0.717502643296	0.0248143350608	Yes
FLNB	7123.53078041858	0.210260252737246	0.329251284598225	0.638601161401148	0.523082425576365	0.8681989825307	Yes	ns	No	17.4817	33.8569	23.2551	7.50308505414e-17	0.0724714129332	0.000468451619379	451.461	294.523	398.741	425.879	0.777329147198	0.034846993118	Yes	0.987589399935	0.0073355495899	Yes
EFCAB2	63.6785002917956	0.0623370200362184	0.376360905494764	0.165630965188242	0.868447377166789	0.974689710708212	No	ns	No	1.4574	1.16245	1.23215	0.000740227497741	0.465792508664	0.00124433827143	117.342	43.2664	120.901	92.3165	-0.176943728584	0.67762554103	No	-0.114606708547	0.786222053844	No
LETM1	1270.53287232869	0.0370642167655217	0.141071898091544	0.262732814025583	0.792756523101079	0.958935466341166	Yes	ns	No	5.6588	9.97395	5.0985	1.86697228573e-22	2.91727027395e-22	0.123141270883	979.222	1018.04	988.12	1015.26	0.292349064371	0.0664718792329	No	0.329413281137	0.0381980351508	Yes
GRTP1	241.198190797201	-0.147987474827809	0.273588150458755	-0.540913320184601	0.588567329332808	0.894451939808085	No	ns	No	3.421	4.12525	2.0868	0.0234004076152	1.11813266428e-17	2.93519761221e-08	366.263	333.785	329.114	391.289	-0.39514575122	0.196596203397	No	-0.543133226048	0.075275116218	No
LETM2	33.2723320219068	-0.0585028615238979	0.512780333834738	-0.114089518773847	0.909166830778389	0.982726333916062	No	ns	No	0.4468	0.80645	0.4737	2.06718839535e-10	3.06066494323e-08	0.397470662497	135.36	162.944	161.832	135.805	0.414433433168	0.482908197449	No	0.355930571644	0.544860723172	No
PRKCSH	5283.55129753081	-0.00446324178669514	0.218287160840125	-0.0204466527922091	0.983687068070893	0.997429505551704	No	ns	No	92.072	43.17735	55.36545	1.26692227805e-34	1.04127509265e-06	3.12602759867e-33	1288.65	1196.78	1174.2	1210.57	0.0267100664041	0.912903963823	No	0.0222468246174	0.927397625062	No
RAD51AP1	384.074983596507	0.0405911692768665	0.251904455443315	0.161137162919298	0.871985370905786	0.97519305375128	No	ns	No	1.352	0.54165	1.416	2.31186437634e-07	1.3721920551e-12	0.784938815258	219.335	134.026	159.496	178.516	0.082638666139	0.770988439535	No	0.123229835416	0.663393146896	No
SAP30BP	1581.69277329297	-0.165798127182912	0.164092901971923	-1.01039182798584	0.312307601540017	0.755510641987705	No	ns	Yes	10.1611	5.0139	7.007	6.87878009116e-41	3.45774052997e-19	3.65439088298e-28	1640.01	1508.65	1385.19	1602.41	0.165181079806	0.369805621439	No	-0.000617047377172	0.997325067425	No
PSMD9	1008.55830680059	-0.230294281743378	0.201306592428982	-1.14399771495125	0.252624584648705	0.71227689026203	No	ns	Yes	0.5578	0.3701	0.34345	1.99302170022e-18	0.715012778291	3.51112903756e-21	961.871	944.409	715.842	824.842	-0.00265816283569	0.990598891991	No	-0.232952444579	0.30156387542	No
PSMD8	2258.90766463159	-0.0660380383665845	0.118905695171466	-0.55538162634982	0.578633657363822	0.89083716050446	No	ns	No	54.4908	40.0291	37.3482	3.46393984153e-12	0.00806625909499	6.74958388474e-22	783.912	773.345	776.793	746.985	-0.0988939896535	0.458414881574	No	-0.16493202802	0.215574858046	No
PSMD5	935.787829759933	0.014080529904334	0.170139709637839	0.0827586336799678	0.934043461786829	0.989323756750701	No	ns	Yes	7.3849	9.1437	9.2715	1.11318527519e-05	0.37627845133	1.04873296322e-07	428.549	370.934	282.733	358.7	-0.0408835342483	0.830711776971	No	-0.026803004344	0.88828586411	No
PSMD4	4705.05243417468	-0.295930632164146	0.179987652582002	-1.64417185245149	0.100140709370749	0.568467919363697	No	ns	Yes	51.8981	32.30475	32.05905	1.58463629195e-23	0.240237677578	3.38983178829e-33	989.455	906.593	850.09	739.756	0.232292087006	0.248808196225	No	-0.0636385451578	0.752033753835	No
PSMD7	3159.4076800319	-0.222038835044934	0.124460592045759	-1.78400915016779	0.0744221783318314	0.519240374854474	No	ns	No	6.7233	7.74795	8.35965	0.0925284264309	5.5421853689e-05	4.25079201949e-07	200.761	97.0992	224.229	174.178	0.25397553832	0.0689777390211	No	0.0319367032754	0.81904693323	No
PSMD6	20371.7970034023	-0.190775004067262	0.168097491381578	-1.13490690729112	0.25641432552272	0.712985285662563	No	ns	No	5.6535	7.5866	4.64595	7.45852898449e-10	2.02553986183e-21	0.000290098780664	12.3459	15.4602	22.4674	3.22552	0.164558077664	0.381378009209	No	-0.0262169264029	0.889082078151	No
PSMD1	2878.30068014666	0.129466936546323	0.172995842532167	0.748381779881499	0.45422990929669	0.840136907411474	No	ns	No	5.2618	6.65765	5.78295	7.98661127708e-09	4.24742807426e-05	0.00459546109043	201.65	216.221	202.874	317.88	0.0212129180902	0.912848452128	No	0.150679854637	0.436512479331	No
PSMD3	2173.48877081879	-0.205886363098038	0.201145876311069	-1.02356740726634	0.306039646288155	0.74857794072314	No	ns	Yes	25.3595	18.4667	19.797	1.16306219943e-26	0.0771285876221	3.2751791563e-24	1260.18	1057.52	832.072	1074.99	0.154741659549	0.492137901505	No	-0.051144703549	0.820350654448	No
PSMD2	6399.90929845474	0.218712939419577	0.161755595470388	1.35211977541522	0.176337002096968	0.65119139445034	Yes	ns	Yes	33.6799	39.03965	34.35685	0.462049215407	0.00131854685634	0.0913171454136	1386.19	1108.47	1167.53	1319.46	0.0330586053432	0.855135962446	No	0.251771544763	0.164168831775	No
RPGRIP1L	106.141206860842	0.116133935824119	0.295835972904223	0.392561914239271	0.69464307384874	0.928559943418995	No	ns	No	1.3264	0.9044	1.49055	9.01646637107e-09	3.70114988915e-11	0.00157670871611	110.78	27.695	67.5134	172.621	0.149729184812	0.659188545106	No	0.265863120636	0.429606699151	No
COPS7B	388.671881349403	0.121337311825578	0.285699820404039	0.424702093455927	0.671053857512097	0.920254459332848	No	ns	No	5.4747	3.75625	3.86995	2.01853598123e-16	0.574447869158	5.09439287734e-21	317.991	339.013	317.658	391.845	0.0409354056824	0.898611770792	No	0.162272717508	0.612678670236	No
COPS7A	665.216170218327	-0.313251303823348	0.228486716592132	-1.37098256080474	0.170380392454289	0.645375017236517	No	ns	Yes	34.3825	33.10255	25.76085	0.0196749594963	4.48712794261e-15	2.4142703119e-13	1367.73	1349.93	1131.38	1371.07	0.180895531181	0.48054544245	No	-0.132355772642	0.605702621512	No
NAF1	271.80968264226	-0.115471093201534	0.191329128890344	-0.603520717787376	0.546162337304631	0.8777905798355	No	ns	No	1.7737	2.58695	2.90705	4.65638229208e-23	1.31798782175e-05	1.26114411618e-38	1.00102	1.00102	1.00102	1.00102	0.43212430228	0.0492818261057	Yes	0.316653209078	0.148194798999	No
RABGGTB	770.856901555314	-0.132704133627248	0.151446093777899	-0.876246658575846	0.380895956316735	0.799705203623795	No	ns	No	10.8041	7.4054	9.9634	8.67093912375e-13	4.3276553987e-10	0.038936451093	1.00102	1.00102	1.00102	15.4602	0.241347206191	0.158916894553	No	0.108643072564	0.525148098992	No
RABGGTA	435.140637927319	-0.234701662269231	0.167798492093296	-1.39871139091486	0.161899546989282	0.638796937416101	No	ns	No	9.9738	6.7158	6.21675	5.28763888037e-16	0.00073641340439	4.49503036591e-31	605.062	565.133	438.559	587.823	-0.0681723167933	0.717927111149	No	-0.302873979063	0.108005840941	No
KLF5	401.301617039572	-0.073406592633116	0.40166165137525	-0.182757284350594	0.854988466188069	0.972646832739485	No	ns	No	3.1848	9.459	3.3431	1.06300863948e-09	7.04012440288e-09	0.664685902182	1.00102	1.00102	1.00102	1.00102	-0.418411394039	0.351622528971	No	-0.491817986672	0.273169588563	No
PLBD2	570.679520045907	0.0171824853952654	0.244708655817466	0.0702160916125589	0.944021666682292	0.99185777100586	No	ns	No	27.2801	15.87705	23.0659	2.00570941518e-11	2.04278282759e-08	0.000109248191234	666.57	520.754	506.74	594.274	-0.0643965808219	0.814622141377	No	-0.0472140954267	0.863277400738	No
PLBD1	630.05100057276	-0.263601785179886	0.737131271236556	-0.357604941569888	0.72063897971902	0.936697031151876	No	ns	No	14.6708	15.53125	15.41015	0.123573528306	0.446661532209	0.253249560621	1.00102	1.00102	1.00102	1.00102	-0.243867111865	0.767320133678	No	-0.507468897045	0.538066827617	No
PTAR1	319.747646960411	0.520261336738228	0.31745261987432	1.63886294888416	0.101241805625186	0.568467919363697	No	ns	No	4.1514	7.483	8.9034	8.9207035591e-29	1.14492170975e-05	3.29686932671e-32	1.00102	1.00102	1.00102	1.00102	-0.392901167668	0.270540704506	No	0.12736016907	0.719657550126	No
CEP350	1598.32115444698	0.59202786283315	0.210585774386446	2.81133834684731	0.00493358749823302	0.263700180364971	No	1a2a	No	3.0238	3.91545	6.0426	1.1374173493e-09	4.87985827121e-13	2.30577534939e-37	98.5451	92.6502	10.2327	60.6175	-0.418940747947	0.075805570046	No	0.173087114887	0.462165653614	No
YEATS2	698.341076679797	0.606222768360605	0.198575371682769	3.05285979436093	0.00226671817496434	0.225865019501955	Yes	1a2a	Yes	5.3274	2.75195	6.96405	1.12947344314e-15	4.46268554373e-34	8.57863714406e-05	262.713	258.264	125.573	120.345	0.0585388501311	0.794482400634	No	0.664761618492	0.00292091338719	Yes
DHRS4L2	136.365261427461	-0.205044052573917	0.321029986666747	-0.638706853222306	0.523013653576145	0.8681989825307	No	ns	No	8.3298	10.08135	4.24485	0.239859178576	3.39005604167e-16	0.000236475229811	251.702	154.157	162.388	164.501	0.715296721171	0.0516442569792	No	0.510252668597	0.164476385278	No
TCEANC	52.8026073566039	-0.065050398716051	0.331921080303281	-0.195981522645725	0.844624628341339	0.968875271957786	No	ns	No	0.8641	0.86115	0.9287	0.290927405396	0.0341245751615	0.142118371487	6.45103	9.56532	4.11531	23.6909	0.0308144988166	0.935343038122	No	-0.0342358998995	0.92763772749	No
C11orf58	1838.7836186512	-0.231450501766556	0.114027755703172	-2.02977336824071	0.0423795812055214	0.480607197584822	No	dpm	Yes	14.4045	15.6571	17.15305	0.154811464075	0.000151325068569	1.14726687808e-07	15.0153	60.395	1.00102	1.00102	0.126256515832	0.324724713051	No	-0.105193985934	0.411564779758	No
CNPPD1	978.950350256208	-0.123088533987053	0.219072059334843	-0.561863226012392	0.574209210460578	0.889634837314714	No	ns	Yes	61.7892	59.8335	45.9505	0.0448701544421	6.02958224412e-07	1.9139323383e-09	975.886	896.137	778.017	935.622	0.0309907201367	0.899587408255	No	-0.0920978138504	0.70745732719	No
RAD54L2	302.06917931995	0.281209400099763	0.17349973317116	1.62080595145554	0.10505926173456	0.573485050824028	No	ns	No	1.8315	3.0421	2.46275	2.46188608286e-16	0.111174055554	3.1219474794e-08	445.789	386.506	418.205	471.593	-0.184951136499	0.348220392322	No	0.0962582636012	0.621513424686	No
GANC	50.2600316786578	-0.0906998339737373	0.379311699312549	-0.239116890246513	0.811014945098325	0.963400562625647	No	ns	No	1.6315	1.5021	1.7907	0.0245678265434	0.000337196742752	0.000718825028773	385.394	312.319	325.888	316.657	-0.10958336059	0.798840718997	No	-0.200283194563	0.639259642409	No
HDAC1	1699.32412647897	0.0692372280730936	0.132306567203807	0.523309080844335	0.600759182682525	0.898469151687947	No	ns	Yes	27.9958	27.87255	25.5883	0.0738595405417	4.13784889274e-07	7.81183380128e-05	913.377	722.627	708.056	823.397	-0.100723088138	0.497914969903	No	-0.0314858600648	0.831815368787	No
HDAC3	757.274431880334	0.0253466089262686	0.199260280052279	0.127203519535447	0.898779319825695	0.981471047969988	No	ns	Yes	11.7999	7.70705	10.72375	1.57021868607e-20	3.44632337289e-13	0.000199536754796	630.867	539.106	379.276	417.649	0.111050802471	0.620346840979	No	0.136397411398	0.54211497179	No
HDAC2	2195.76752294974	-0.107450374918647	0.200832099526309	-0.535025900600969	0.592631947353201	0.896919350878998	No	ns	No	4.2934	5.5507	5.2588	1.49653057521e-08	0.013080677734	2.73944765079e-05	1.00102	1.00102	1.00102	1.00102	0.223008834041	0.321743118954	No	0.115558459123	0.607472242873	No
HDAC5	125.024178815616	-0.175561219162087	0.501632386476614	-0.349979833629166	0.726353832174148	0.938513006450948	No	ns	No	10.8654	10.5499	9.92205	0.178392884537	0.264454485277	0.010122594083	1234.48	1020.93	1096.23	1209.79	-0.756116755954	0.176241684124	No	-0.931677975116	0.0952346518696	No
HDAC4	219.415502548421	0.324325976238953	0.348110925955225	0.931674222373212	0.351504912190406	0.783117103668427	No	ns	No	1.1086	1.49675	1.3682	1.38140260625e-06	0.29013738804	0.000225018522369	311.318	322.663	285.18	297.304	0.40063619234	0.309640504315	No	0.724962168579	0.0650206767811	No
HDAC7	651.892798001325	-0.288062895366549	0.274638724754069	-1.04887938008196	0.294233636891725	0.742243961075499	No	ns	No	12.3069	6.5261	9.01345	5.43398474156e-19	6.06527343393e-07	8.37530595959e-10	937.624	785.358	918.049	947.19	0.415093673479	0.178254001415	No	0.127030778112	0.680314592858	No
HDAC6	367.684852665266	0.298765508040636	0.189747660372729	1.57454119567935	0.115362385436782	0.587525134613523	No	ns	No	9.9037	10.07675	8.14605	0.864390809322	2.10790053056e-06	1.04889449968e-05	445.232	432.108	360.924	423.766	-0.408434704328	0.0559739643308	No	-0.109669196287	0.604640157277	No
HDAC8	171.57599280094	-0.0979473603699788	0.227860297365121	-0.429857072524701	0.66729961371881	0.919495388797225	No	ns	No	0.5458	0.29955	0.31715	1.04965151432e-14	0.0635089999505	0.0169544752635	50.2736	33.0337	18.3521	9.899	-0.176815951852	0.491205133018	No	-0.274763312222	0.282497230025	No
TMEM161A	329.500546388787	-0.139137596442407	0.237498406026758	-0.585846443225102	0.5579787104204	0.883359859583016	No	ns	Yes	12.9271	7.7922	7.18555	4.92945117487e-21	0.0176081128099	5.8606611499e-34	785.58	706.277	625.75	807.714	0.292032414975	0.276808230479	No	0.152894818533	0.568433432221	No
TMEM161B	245.925059668246	0.260490976417258	0.198138889593906	1.31468878699757	0.188614516575346	0.66094401438162	No	ns	No	1.5405	1.83545	2.2821	0.0869679074196	6.46096912789e-05	6.54806921147e-10	1.00102	1.00102	1.00102	1.00102	-0.287142481594	0.20071947393	No	-0.0266515051765	0.904393752148	No
CDT1	1349.08262494835	-0.180246382382525	0.160399079320333	-1.12373701361811	0.261124609166077	0.717360550134282	Yes	ns	Yes	2.924	0.3426	1.3928	3.20064147201e-15	3.26597371707e-12	1.43630819057e-11	2000.27	1722.2	1810.07	1944.1	0.480629183117	0.00781271304284	Yes	0.300382800735	0.0961801780667	No
TRAPPC11	237.622491825281	-0.919169824639948	0.444520990469322	-2.06777597536957	0.0386610938156404	0.470576750604865	No	dpm	No	5.8055	8.40245	8.97195	2.62287563666e-32	0.000215185658952	5.03238612293e-38	1.89082	12.1235	16.4613	34.7021	0.830471250246	0.0960195531394	No	-0.0886985743937	0.859145258123	No
TRAPPC10	1482.5250164868	0.405925913244614	0.142353834507796	2.85152777688179	0.00435096846251639	0.262886517947192	No	1a2a	Yes	1.4112	3.45765	2.8107	7.17609749358e-57	5.21380914072e-06	3.2424749162e-39	1039.06	1000.91	927.169	1000.24	-0.250076374785	0.118049453788	No	0.155849538459	0.328019140115	No
TRAPPC12	487.724712342668	-0.0927092963967875	0.146795065290454	-0.631555946471019	0.527677080623264	0.869579686145286	No	ns	No	6.6618	4.28095	4.16475	4.64013453006e-16	0.406504613523	7.67074164675e-24	9.899	60.5062	99.2124	32.7001	0.278295145233	0.0962973248645	No	0.185585848836	0.265709936414	No
CSTA	85.722223667565	-0.314909812971001	1.52126637882426	-0.207005043531156	0.836005919643699	0.967283047625485	No	ns	No	3.4681	0.42025	1.94685	1.71394920309e-13	1.84948253063e-11	1.77636120223e-07	1.00102	1.00102	1.00102	1.00102	-0.968370808789	0.568503484495	No	-1.28328062176	0.44979874237	No
CMC1	324.672850240273	-0.0887944336958554	0.164519445521322	-0.539719991241687	0.58939015114959	0.89523955525344	No	ns	No	1.4867	1.5692	0.97085	0.379515769177	3.54071918316e-06	0.00495210857673	1.00102	1.00102	1.00102	1.00102	0.052495927268	0.778802662778	No	-0.0362985064278	0.8452977168	No
CMC2	1015.43286113026	-0.32943633482811	0.178759634382531	-1.84290114469099	0.0653434451473871	0.509488138370814	No	ns	No	1.2309	1.0776	0.6622	0.0390658926126	0.000977681878006	2.67847036755e-05	102.994	41.9317	98.8788	192.085	0.13189072366	0.510799784774	No	-0.197545611168	0.324612150138	No
AMIGO1	265.231121372737	-0.00311113364968756	0.280932174847916	-0.0110743230154104	0.991164149250747	0.998728830699818	No	ns	Yes	5.053	6.85515	5.3603	0.130078789636	0.461486994962	0.504938160275	724.851	762.557	586.377	708.056	0.423786636689	0.183177936757	No	0.420675503039	0.185342118378	No
AMIGO2	948.156474440892	-0.0638249918301344	0.79447022590493	-0.0803365434588004	0.935969594650149	0.990293394573603	Yes	ns	No	3.1012	6.19885	3.55175	1.18438542306e-07	0.0143171892509	0.147147562804	418.872	256.707	195.088	371.713	-0.3057182442	0.730740603647	No	-0.36954323603	0.677382542037	No
SRCAP	3624.35299493361	0.39034054700103	0.184029570224457	2.1210751431139	0.0339154793664674	0.451106568315524	No	1a2a	Yes	0.26	0.26835	0.32795	0.323328284834	0.000594876352823	0.000259650417686	1520.55	1427.46	1262.29	1494.53	-0.201904453409	0.327131803786	No	0.188436093592	0.359947725491	No
TSKU	1527.89873246027	-0.400036797382279	0.477075799672397	-0.838518318592098	0.401739663843231	0.814282876653804	Yes	ns	No	11.9445	9.89105	5.2719	0.00632170101393	0.000345447206408	7.30253267245e-07	313.542	285.848	328.669	328.224	1.15735043838	0.03025307745	Yes	0.757313640995	0.156251395932	No
CEBPB	841.518780259609	-0.1389901593827	0.152578874825813	-0.910939732262243	0.362327129379878	0.790204758032627	No	ns	Yes	32.4556	9.4581	14.4629	1.91710494226e-13	0.000222076626464	2.27518346687e-13	754.771	725.964	544.334	613.404	-0.0879343073855	0.607897168198	No	-0.226924466768	0.184713110109	No
CEBPA	319.313646736798	-0.277936093401859	0.354825572657629	-0.783303444901473	0.433448940758478	0.829449464673786	No	ns	No	1.9133	0.8075	1.2431	9.09814445888e-10	7.82637030935e-07	5.67344541162e-06	236.797	250.589	304.978	345.575	0.377772256322	0.343097684168	No	0.0998361629201	0.802117575567	No
XRCC2	140.995112715738	0.0999445922014932	0.234081796650349	0.426964392924503	0.669405262763926	0.920138774792873	No	ns	No	0.3677	0.1179	0.4068	1.48502484081e-08	1.14350961777e-11	0.623699215776	142.59	191.418	153.935	152.934	0.607458830027	0.0273272342316	Yes	0.707403422229	0.00955474096954	Yes
CEBPG	671.345803550581	0.0639896734955946	0.160842341646704	0.397840971727148	0.690747413692979	0.927258842455501	No	ns	No	11.6335	9.3386	11.2477	6.50447960187e-10	3.22193352718e-07	0.165273017718	358.7	213.663	246.808	279.953	0.0837192352414	0.645154028479	No	0.147708908737	0.414746756293	No
CEBPD	118.041328651417	-0.223671082588089	0.293738625932545	-0.761462956660842	0.446380596394298	0.836201684047496	No	ns	No	129.9755	52.0722	56.18995	7.1606238313e-13	0.584145670467	3.44997614355e-17	101.437	171.842	23.5796	160.386	0.0992335000944	0.765674637079	No	-0.124437582494	0.708000817423	No
PHKB	871.203384479936	0.211858597513497	0.105858047099055	2.00134617366646	0.0453550970130647	0.488638347859781	No	1a2a	No	6.2824	12.92955	8.77535	7.55795525234e-62	3.16860675529e-09	9.45062609175e-19	68.9593	17.4623	74.5206	55.3899	-0.0465248991344	0.699617328746	No	0.165333698379	0.166319166203	No
CEBPZ	1582.90550118044	-0.137366513205783	0.139919020488172	-0.981757253063353	0.32621945209578	0.764995675656598	Yes	ns	No	6.0237	11.8678	12.97555	2.45516887432e-39	3.31857307866e-05	1.35707496682e-53	103.439	119.233	112.226	153.268	0.480194183647	0.00234921648818	Yes	0.342827670441	0.0296970491803	Yes
SMURF2	780.892465889652	0.0880324690566775	0.19659942657004	0.447775818030248	0.654314997244155	0.916741451481607	No	ns	No	4.4731	5.3	6.2782	0.100992159105	3.59598184585e-06	2.47607638149e-07	567.913	565.355	535.213	600.947	-0.0813865275417	0.712535016381	No	0.00664594151496	0.975938580118	No
